Feature	ALog2TPM+1	BLog2TPM+1
COMMD7	4.137503524	4.66106548
SOAT1	6.14499806	4.660114775
ARL14EP	4.911691582	4.660114775
DNAJB12	4.496121428	4.660114775
LOC105376805	4.343407822	4.660114775
MINOS1-NBL1	6.72428646	4.659163443
PHF6	4.364572432	4.659163443
UBE2T	3.312277925	4.659163443
WRB	5.133399125	4.658211483
MRPS22	4.99699125	4.658211483
MED18	4.270528942	4.658211483
WBSCR22	4.300123725	4.657258894
HCG11	3.817623258	4.657258894
MYO1D	3.196397213	4.657258894
DCAF11	4.586964854	4.656305677
LOC107986808	4.121015401	4.656305677
ARIH2OS	3.531901257	4.656305677
RBM5	4.126532406	4.656305677
HAUS3	3.99699125	4.656305677
PSMC6	5.258016331	4.655351829
USP3-AS1	4.700439718	4.655351829
SNORD60	3.596935142	4.655351829
NHEJ1	4.952644191	4.65439735
RBBP6	3.874469118	4.653442239
C9orf72	4.879379032	4.652486495
FAM212A	3.938599455	4.652486495
ITGB3	5.917272614	4.651530118
ABCF2	4.385431037	4.651530118
GTF3C2	4.107129875	4.651530118
AKNA	2.655351829	4.651530118
ZMYND19	3.410522018	4.650573106
EPHX1	6.879787438	4.650573106
COMMD6	4.498250868	4.649615459
RANGRF	4.277984747	4.649615459
MCCC2	3.963474124	4.649615459
NUP107	4.169925001	4.647698256
MTFMT	3.576925182	4.647698256
LOC105375803	3.345774837	4.647698256
MIR378I	0.925999419	4.646738698
TNFRSF21	4.390025611	4.645778502
P3H2	1.485426827	4.645778502
ZEB2	5.091699834	4.644817666
SERPINB6	5.042936115	4.644817666
NFKB1	4.832890014	4.644817666
ZNF776	3.109917692	4.64385619
DFNA5	6.786596362	4.642894072
RC3H2	4.357552005	4.641931313
IP6K1	4.230100516	4.641931313
ARSD	4.193771743	4.64096791
RNF215	4.044394119	4.64096791
CSNK1G2	3.40599236	4.64096791
LRPPRC	4.598920958	4.639039173
YIPF5	5.224966365	4.639039173
WDR26	4.506737333	4.638073837
PIGBOS1	4.300123725	4.637107855
PTK2B	3.40599236	4.637107855
B3GNT7	1.396890153	4.636141225
TAPBP	4.415037499	4.635173947
C1orf50	4.348137974	4.635173947
CPSF1	3.790076931	4.635173947
MSH3	4.175258446	4.63420602
SNORA73B	3.142957954	4.633237443
TM2D3	5.100136671	4.633237443
LOC101927069	5.005998741	4.633237443
MB21D2	4.779609932	4.632268215
PTOV1-AS1	4.417289951	4.632268215
WRNIP1	4.40599236	4.632268215
CCDC106	4.317111079	4.632268215
FAM13A-AS1	3.993976212	4.632268215
RMRP	1.450661409	4.631298336
VPS11	4.478971805	4.631298336
FOXK2	4.177917792	4.630327805
ADAT3	3.861293729	4.630327805
RBM14	3.841302254	4.630327805
ZPR1	4.608809243	4.62935662
IRS2	4.586964854	4.62935662
RNF40	4.14839184	4.62935662
VARS	3.350497247	4.62935662
UBE2N	4.352852668	4.628384781
EAPP	4.556633778	4.627412287
CLTB	4.219813877	4.627412287
JAZF1	4.183221824	4.627412287
IRF5	3.790076931	4.627412287
ORMDL1	4.421784332	4.626439137
LPIN2	3.847996907	4.624490865
WWC3	4.441837559	4.623515741
PARL	4.373880175	4.622539959
ERLEC1	5.349318093	4.621563515
PTRH2	4.836260799	4.621563515
PTGES2	4.463796811	4.621563515
ZNF580	4.145677455	4.621563515
SLAMF8	6.74281467	4.62058641
MT2A	11.03647128	4.62058641
CRIP1	5.657258894	4.62058641
AGAP2-AS1	5	4.619608644
KIF22	3.336283388	4.619608644
TSEN54	3.126532406	4.619608644
C1orf162	4.093109404	4.618630213
ZNF609	3.137503524	4.618630213
MIR2861	1.070389328	4.618630213
SLC35E2	4.25045634	4.618630213
TMX3	4.517275693	4.617651119
KBTBD2	4.290326098	4.617651119
KDM3A	3.972692654	4.617651119
DUSP10	4.64385619	4.61667136
SUPT6H	4.604862058	4.615690936
SNAPC2	4.943296242	4.614709844
SLC35B1	4.412781525	4.613728085
LOC107133515	4.478971805	4.612745657
POLDIP3	4.098733954	4.612745657
LOC407835	3.903681039	4.612745657
ELF4	3.506737333	4.612745657
ATL3	4.933887328	4.61176256
44076	3.963474124	4.61176256
CALHM2	3.797012978	4.609794354
ANXA4	5.788337696	4.607823459
ENY2	4.362236084	4.607823459
VMA21	4.378511623	4.607823459
TMEM126B	5.296457407	4.605849867
COLEC12	5.169925001	4.605849867
PPP4R3A	4.167250867	4.605849867
CLASRP	3.185866545	4.605849867
EPN1	3.44625623	4.604862058
PDZD11	5.105733943	4.603873572
BMS1P4	3.647698256	4.603873572
KIFC2	3.005998741	4.603873572
TRIB1	5.664862048	4.602884409
KIAA0101	1.61667136	4.601894566
COG4	3.99699125	4.600904045
BECN1	4.638073837	4.600904045
RAP2C	3.651530118	4.600904045
GPATCH4	4.902073579	4.599912842
LOC339803	4.756667509	4.599912842
SRPK1	4.470319935	4.599912842
C19orf38	4.738767837	4.598920958
ANAPC16	4.626439137	4.598920958
ZWINT	3.326729081	4.598920958
CCDC71L	5.109917692	4.597928392
LOC105379173	4.914883386	4.597928392
SIGMAR1	3.957295549	4.597928392
CLEC4A	4.731545318	4.595941208
AHCY	4.151101127	4.595941208
SNORA62	4.081794091	4.595941208
BISPR	4.352852668	4.594946589
NOP9	4.326729081	4.594946589
F8A2	4.217230716	4.594946589
GPR35	3.273018494	4.594946589
RRN3P1	4.784852924	4.593951284
NEURL4	3.552541023	4.593951284
CLEC2B	6.255500733	4.592955291
SEC23A	5.319521597	4.592955291
SNRPA1	4.668648651	4.592955291
RNF34	4.30256277	4.592955291
USP7	4.093109404	4.592955291
LGALS12	0.9510904	4.592955291
FLOT1	4.364572432	4.589963182
SLC12A9	3.401448435	4.589963182
ETF1	4.836260799	4.588964431
NEFH	4.707819249	4.588964431
ELAC1	4.521469577	4.588964431
CLPX	4.14839184	4.588964431
SPNS1	3.938599455	4.587964989
LOC105370687	3.821029859	4.587964989
ILF3	3.744161096	4.587964989
LOC105372233	1.834576391	4.587964989
DPP9	3.941732345	4.586964854
VPS26A	4.802193217	4.585964025
BTF3L4	4.439623138	4.585964025
BUD13	3.560714954	4.584962501
CARD6	4.362236084	4.583960281
ADAR	4.201633861	4.583960281
PAN2	3.247927513	4.583960281
AKAP17A	2.693022247	4.583960281
KLHL6	6.421223299	4.582957365
LDOC1L	5.112700133	4.582957365
LOC107985898	2.655351829	4.582957365
RECQL	5.004501392	4.580949438
PSMD5-AS1	4.826124726	4.580949438
PRKAG1	4.517275693	4.580949438
SNORD38B	4.258016331	4.579944426
GOLPH3L	4.309855263	4.578938713
LEMD2	4.548436625	4.576925182
NOP2	3.651530118	4.576925182
CATIP-AS1	2.715161224	4.576925182
SOX12	2.441837559	4.576925182
TRIM58	1.61667136	4.576925182
IPO11-LRRC70	5.144318345	4.575917361
H3F3C	3.126532406	4.575917361
OAS2	4.898853277	4.574908836
CCDC115	4.502500341	4.574908836
SDHAF3	3.821029859	4.574908836
UBR1	5.044394119	4.573899605
FYB	4.622539959	4.573899605
DNAJC30	3.922832139	4.573899605
BRD4	3.455053178	4.573899605
TMEM2	2.700439718	4.573899605
ZNF358	4.560714954	4.572889668
NPHP3-ACAD11	4.735161097	4.569855608
MTPAP	4.657258894	4.568842835
C9orf114	4.255500733	4.568842835
ASB7	3.9510904	4.568842835
LINC00847	5.159198595	4.567829351
SNIP1	4.424026283	4.567829351
ZBTB24	4.070389328	4.567829351
CFAP126	4.767301673	4.566815154
BZW1	4.726104602	4.566815154
AAAS	4.134768556	4.566815154
TRA2A	4.169925001	4.565800244
LOC105369663	4.582957365	4.564784619
RIC8A	4.478971805	4.562751222
CLCN6	3.604862058	4.562751222
PSIP1	3.89077093	4.561733447
ZNF700	3.851332619	4.561733447
SUCNR1	6.886712714	4.560714954
RTN4	5.769066437	4.560714954
NRP1	4.919657892	4.559695742
NUDT4P1	4.846326154	4.558675809
SNORD55	3.729734025	4.557655155
CCDC88B	2.432959407	4.557655155
PITPNB	5.044394119	4.556633778
TMEM33	5.384280104	4.555611677
NANP	4.894009304	4.555611677
CHRAC1	4.380821784	4.555611677
LOC100131626	3.35520425	4.555611677
FBLN1	0.30256277	4.555611677
LIMS1	5.038553241	4.553565301
SRP19	4.515174171	4.553565301
FLYWCH2	3.800468536	4.553565301
USP9X	4.550490283	4.552541023
GALNT4	4.350497247	4.552541023
TBP	4.212050477	4.552541023
RNF149	4.196397213	4.552541023
HVCN1	3.519374159	4.551516018
KCNA5	0.047305715	4.551516018
PLEKHJ1	3.844653463	4.549463819
RPS6KB2	3.468148836	4.549463819
MIR5587	3.087462841	4.549463819
SNORA3A	3.03562391	4.549463819
PDCL	5.20032648	4.548436625
NUP88	4.350497247	4.548436625
EXOSC9	3.981852653	4.548436625
LRRC4	2.093109404	4.548436625
IDI2-AS1	3.364572432	4.546380038
DBNDD2	4.729734025	4.546380038
RPARP-AS1	2.424026283	4.546380038
PLPP1	4.898853277	4.545350645
TBC1D17	4.790076931	4.545350645
TUBB2B	5.463796811	4.544320516
ZMIZ1	3.588964431	4.543289652
C9orf40	3.510961919	4.543289652
NDRG2	1.584962501	4.54225805
KDM4A-AS1	4.032688619	4.54122571
PSTPIP2	3.345774837	4.54122571
CES2	3.807354922	4.540192631
VPS37C	4.415037499	4.540192631
SAFB2	3.797012978	4.540192631
C1orf131	3.419538892	4.540192631
LIMK2	4.341036918	4.539158811
ALDH3B1	4.662965013	4.53812425
RBM12	3.803915838	4.537088947
ZC3H18	3.751320887	4.537088947
TNIP2	5.195085075	4.5360529
ZNF316	4.805636405	4.5360529
MRGBP	3.61667136	4.5360529
LOC107985050	2.331514144	4.5360529
B4GALT7	4.078951341	4.535016109
LOC107985063	4.230100516	4.535016109
TRIM56	4.694880193	4.533978572
TMED3	4.670538232	4.533978572
EFNB1	4.53812425	4.533978572
ARPP19	4.373880175	4.533978572
POFUT1	4.268035087	4.533978572
FAHD1	4.809071395	4.532940288
PSEN1	4.366905004	4.532940288
DNLZ	3.894009304	4.532940288
SNORD33	3.321928095	4.530861477
ACADS	4.978805778	4.530861477
BAG5	4.268035087	4.530861477
CSNK2A2	4.331514144	4.528779665
WWP1	3.087462841	4.527737632
MTHFR	3.810785827	4.526694846
LOC107985353	4.881011964	4.526694846
FGR	6.354028938	4.525651305
SNX1	4.558675809	4.525651305
ANKRD49	4.408258967	4.525651305
FBXO45	4.145677455	4.525651305
PPP2R5D	3.99095486	4.524607009
APAF1	2.600904045	4.524607009
GPN1	4.670538232	4.523561956
PTTG1	4.050211446	4.523561956
PRPSAP1	4.576925182	4.522516146
MAP3K3	4.230100516	4.522516146
LOC107985139	4.098733954	4.522516146
ZNF629	3.772589504	4.522516146
SURF2	4.364572432	4.521469577
MIR1225	4.255500733	4.521469577
GNB1L	4.183221824	4.521469577
MMP15	2.396890153	4.521469577
DGKQ	2.36923381	4.521469577
GPRIN3	4.204245075	4.520422249
ST6GAL1	5.9795681	4.519374159
FNIP1	4.470319935	4.519374159
LMO2	4.161887682	4.519374159
PITPNM1	3.401448435	4.519374159
CTC-338M12.4	3.925999419	4.518325308
LOC150776	3.910093028	4.518325308
TNFSF13B	6.08463125	4.517275693
GSTM4	5.252980741	4.517275693
CTNND1	3.076102979	4.517275693
PDLIM2	2.944858446	4.517275693
GNPAT	4.550490283	4.516225315
C9orf69	4.345774837	4.516225315
PCED1A	3.584962501	4.516225315
FAM133DP	4.331514144	4.515174171
B3GAT3	4.270528942	4.515174171
PPP3CA	3.854660637	4.515174171
ZNF32-AS2	4.740567831	4.51412226
LOC105372430	3.707819249	4.51412226
TRAPPC4	4.72428646	4.513069582
RNF115	4.359895945	4.513069582
RFC2	3.779609932	4.513069582
LOC103021296	5.152453865	4.512016136
UBQLN4	4.343407822	4.512016136
COA4	4.167250867	4.512016136
PRKAR2B	1.282933963	4.512016136
FAM49A	4.632268215	4.510961919
HIPK3	4.282933963	4.509906932
KRT8	1.242856524	4.509906932
LGALS8	4.463796811	4.508851173
LOC102724023	4.430731306	4.508851173
CPQ	4.380821784	4.508851173
LOC728392	3.153805336	4.508851173
PIPSL	4.121015401	4.506737333
DOCK4	3.817623258	4.506737333
SNAI1	1.502500341	4.506737333
NABP1	6.098032083	4.506737333
PI4KA	4.140233317	4.506737333
LOC105369767	2.424026283	4.505679251
TRRAP	3.834576391	4.504620392
TRIOBP	3.786596362	4.504620392
ACAD10	3.463796811	4.504620392
RELB	5.041476636	4.503560756
PAFAH1B1	4.689299161	4.503560756
OAS1	4.767301673	4.502500341
EPT1	4.693022247	4.502500341
UBE2R2	4.474652356	4.501439145
TRIM38	4.415037499	4.501439145
MGST2	4.183221824	4.501439145
PUSL1	3.564784619	4.501439145
MTRNR2L8	5.067523994	4.500377169
LOC107987020	4.670538232	4.500377169
NFKBIB	5.044394119	4.500377169
ALDOC	3.410522018	4.49931441
RLIM	4.510961919	4.498250868
RELT	3.722466024	4.498250868
HYOU1	3.636141225	4.498250868
SELM	6.530341305	4.497186541
NUTF2	4.441837559	4.497186541
SERPINB8	3.978805778	4.496121428
ANAPC2	3.726104602	4.496121428
PKIB	0.450661409	4.495055528
PSMA5	4.94016675	4.493988841
GRK3	4.879379032	4.493988841
LOC284454	4.876107613	4.493988841
ABHD14B	4.831201664	4.493988841
CD46	4.592955291	4.493988841
NOP14	4.032688619	4.493988841
SRRM5	3.715161224	4.493988841
RBPJ	3.957295549	4.492921364
RNF167	3.897240426	4.492921364
HAGH	4.927580454	4.491853096
ASNSD1	4.910093028	4.491853096
DHRS4	4.862947248	4.491853096
TFIP11	4.582957365	4.491853096
SNORA57	3.776103988	4.491853096
G3BP2	4.624490865	4.490784037
LAMTOR3	5.008988783	4.490784037
AGAP9	4.227535725	4.48864354
ARRDC1-AS1	3.632268215	4.48864354
LST1	3.612745657	4.48864354
SLC25A36	4.410522018	4.487572099
SIRT2	4.258016331	4.487572099
SNUPN	4.847996907	4.486499862
CREB3L2	4.432959407	4.485426827
KIAA1143	4.061776198	4.484352994
SLC31A2	5.847996907	4.483278361
MED30	3.624490865	4.483278361
RGL1	3.814208593	4.483278361
NUDT4P2	4.685566442	4.482202926
PCNP	4.519374159	4.482202926
STAT2	4.03562391	4.482202926
CYBRD1	5.677132345	4.48112669
TBK1	4.670538232	4.48112669
SAFB	3.707819249	4.48112669
SNORA33	4.89077093	4.48004965
KCTD20	3.966553517	4.48004965
PARVB	4.949534933	4.478971805
SLC25A46	4.821029859	4.478971805
OSER1	4.803915838	4.478971805
PTGES3L-AARSD1	4.394605599	4.478971805
COL8A2	5.672425342	4.477893154
LOC105371998	5.205548911	4.477893154
TIMM8A	3.884272293	4.477893154
RRAGD	5.426264755	4.476813697
FCF1P2	5.022367813	4.476813697
MPHOSPH6	4.48112669	4.475733431
TEFM	4.204245075	4.475733431
TMEM222	4.40599236	4.474652356
MIR6840	4.090288885	4.474652356
NCKAP5L	3.258016331	4.474652356
CMC1	4.487572099	4.473570469
ELF1	4.219813877	4.473570469
PIGQ	4.606837	4.472487771
LOC105371814	4.201633861	4.472487771
TEX264	3.765534746	4.472487771
TMEM51	4.08463125	4.47140426
RPL13P5	4.548436625	4.470319935
NPHP3	4.109917692	4.470319935
A1BG-AS1	3.548436625	4.470319935
ANO6	4.489714186	4.468148836
HECTD4	4.169925001	4.468148836
RPS26P11	3.126532406	4.468148836
SHMT2	4.914883386	4.468148836
LOC100506548	3.981852653	4.468148836
GTF2E2	4.321928095	4.46706206
CCDC9	4.023846742	4.46706206
CSNK1G1	4.430731306	4.46706206
KIF3C	4.324330585	4.465974465
PITRM1-AS1	4.183221824	4.465974465
TMCO1	4.410522018	4.464886049
ECI2	4.343407822	4.463796811
DFFA	4.245394247	4.463796811
44083	3.580949438	4.463796811
EXOSC8	4.275503758	4.462706751
SGF29	4.081794091	4.462706751
HAUS7	3.715161224	4.462706751
GPR132	2.212050477	4.462706751
REPIN1	2.900464326	4.462706751
ALG12	3.857980995	4.461615866
PTEN	3.810785827	4.461615866
LOC105374952	3.624490865	4.460524156
ZCCHC9	4.212050477	4.459431619
CPSF3	4.073248982	4.459431619
NUDT2	4.076102979	4.458338254
LOC105371687	1.736965594	4.458338254
NTAN1	4.937030456	4.457244059
JOSD1	4.401448435	4.457244059
LOC107985361	4.300123725	4.457244059
H2AFJ	4.026800059	4.457244059
ACY1	3.978805778	4.456149035
PTGIR	4.744161096	4.455053178
SREBF1	3.552541023	4.455053178
LRRC45	2.450661409	4.453956489
NATD1	4.263034406	4.452858965
ILF3-AS1	3.887525271	4.452858965
SLC17A9	4.704134202	4.451760605
SMIM19	4.345774837	4.451760605
AIMP2	4.03562391	4.451760605
HAT1	4.029747343	4.450661409
PFKFB2	4.314696526	4.449561375
LOC642846	2.415037499	4.449561375
RAB3IL1	4.364572432	4.448460501
NOP16	4.343407822	4.448460501
FZD5	2.913288367	4.448460501
FAAH	2.670538232	4.447358786
METTL3	4.142957954	4.44625623
MIR4665	2.36923381	4.44625623
MPC1	5.614709844	4.44515283
LINC00900	4.548436625	4.44515283
JMJD8	4.333900737	4.44515283
ECD	4.26052755	4.44515283
SNHG17	3.807354922	4.44515283
LOC100506083	4.126532406	4.444048586
TCEAL4	4.761994389	4.442943496
ARAF	3.922832139	4.442943496
CHAMP1	3.61667136	4.442943496
NCK1	5.959615617	4.441837559
CD2AP	4.54225805	4.441837559
RBM34	4.297680549	4.441837559
RTN3	5.05166212	4.440730773
QKI	3.807354922	4.440730773
LOC107985688	4.357552005	4.438514651
LOC730268	4.401448435	4.43629512
MED7	4.774347816	4.435184072
MRPL39	4.61667136	4.435184072
DARS2	4.491853096	4.435184072
HDDC3	4.242856524	4.435184072
ENTPD1-AS1	3.747745433	4.435184072
RASA3	3.612745657	4.435184072
XPC	4.674309986	4.434072169
TNFAIP1	4.394605599	4.434072169
HMGN3-AS1	4.132028394	4.434072169
GSK3B	4.129283017	4.434072169
AIM1	3.432959407	4.434072169
LGR4	3.159198595	4.434072169
SRFBP1	4.600904045	4.432959407
44081	4.584962501	4.432959407
NXT2	3.201633861	4.432959407
DUSP22	3.277984747	4.430731306
MIR590	3.115477217	4.430731306
PNPLA2	4.461615866	4.429615964
SARS2	4.348137974	4.429615964
MID1IP1-AS1	3.472487771	4.429615964
STK17B	2.292781749	4.429615964
TRMT12	4.419538892	4.429615964
RGL4	4.212050477	4.429615964
THYN1	4.026800059	4.429615964
CUL1	3.975752454	4.429615964
BLCAP	4.478971805	4.428499759
WAC	4.263034406	4.428499759
SNORA52	3.336283388	4.428499759
CKAP2	2.700439718	4.428499759
PQBP1	4.115477217	4.42738269
FUT8	1.341036918	4.426264755
BCAT2	4.280461478	4.425145953
TSN	4.268035087	4.425145953
MIR4691	3.252980741	4.424026283
SETD7	5.46706206	4.422905743
TXNL1	4.871186534	4.422905743
SMIM7	4.489714186	4.422905743
TSPAN14	3.897240426	4.421784332
YIF1A	4.666756592	4.420662048
MOCS3	4.14839184	4.420662048
C12orf29	4.749534268	4.419538892
CDKN2AIPNL	4.183221824	4.419538892
GSDMD	3.772589504	4.419538892
GAS5-AS1	4.519374159	4.418414859
NKIRAS2	3.797012978	4.418414859
SNORA27	3.03562391	4.418414859
CALU	4.969626351	4.417289951
HLTF-AS1	4.115477217	4.417289951
COPS3	3.824428435	4.417289951
LOC107987244	3.772589504	4.417289951
MRPS9	4.235216462	4.417289951
MIR6820	3.922832139	4.417289951
MCFD2	4.359895945	4.416164165
RAF1	4.590961241	4.416164165
LOC107985246	3.722466024	4.416164165
MTCH2	4.476813697	4.415037499
THAP9-AS1	4.237767647	4.415037499
TNIP1	3.919657892	4.415037499
KRT10	3.455053178	4.415037499
LPCAT1	4.87774425	4.413909953
SLC17A5	5.164571767	4.412781525
43899	5.090288885	4.412781525
BZW2	3.515174171	4.412781525
ARHGEF40	3.159198595	4.411652214
TCEA1	5.263034406	4.410522018
PARP10	4.560714954	4.410522018
MAN1B1	4.457244059	4.409390936
LOC102546298	3.252980741	4.409390936
DENND1C	3.693022247	4.408258967
SEMA7A	5.127908367	4.407126108
GPR107	4.500377169	4.407126108
PLEKHB2	4.576925182	4.40599236
MIR6798	4.338662111	4.40599236
FBXO5	2.854660637	4.40599236
VMAC	4.070389328	4.404857719
BTN2A1	4.005998741	4.404857719
MMRN2	1.070389328	4.404857719
GOLIM4	4.209453366	4.403722186
GTF3C5	3.636141225	4.402585758
SCAMP3	5.083213368	4.402585758
LOC101928371	4.659163443	4.401448435
C12orf57	4.596935142	4.401448435
CALCOCO2	4.401448435	4.401448435
LOC283922	3.99095486	4.401448435
MAX	3.938599455	4.401448435
BIN3	3.424026283	4.401448435
AGTRAP	5.063215295	4.400310214
BLOC1S2	5.224966365	4.399171094
SLC44A2	5.192457215	4.399171094
DARS-AS1	4.647698256	4.399171094
NOL6	4.132028394	4.399171094
TSTA3	3.747745433	4.399171094
SCP2	4.916476644	4.398031074
API5	4.268035087	4.398031074
OTUD6B-AS1	3.9510904	4.398031074
ZNF513	3.596935142	4.398031074
NBR1	4.36923381	4.395748328
KCTD10	3.913288367	4.395748328
GUSB	4.199017913	4.394605599
NBR2	4.08463125	4.394605599
LMNA	5.125155131	4.393461965
RPPH1	1.847996907	4.393461965
WDR81	3.415037499	4.392317423
AHNAK	6.702288143	4.390025611
MRM3	4.287866259	4.390025611
UBAP2	4.067523994	4.390025611
ZGPAT	3.640003864	4.390025611
HP1BP3	3.636141225	4.388878339
LAMC1	4.685566442	4.388878339
AP3S2	4.321928095	4.388878339
FAM173A	3.704134202	4.388878339
NUDT16L1	3.584962501	4.388878339
FILIP1L	2.252980741	4.388878339
LINC01137	4.277984747	4.386581053
LOC107986876	3.647698256	4.386581053
LRP3	4.417289951	4.384280104
SDSL	3.938599455	4.384280104
PMS2CL	3.655351829	4.384280104
SENP2	3.273018494	4.384280104
RBM6	3.14839184	4.384280104
TH2LCRR	4.608809243	4.381975479
DUSP2	3.722466024	4.381975479
RIOK1	3.761994389	4.381975479
PPP1R7	4.570867671	4.380821784
MYBBP1A	3.894009304	4.380821784
FBXO11	3.861293729	4.380821784
CFAP73	3.884272293	4.379667166
ERMAP	3.489714186	4.379667166
HMG20A	3.655351829	4.378511623
TPX2	2.081794091	4.378511623
AAED1	5.227535725	4.378511623
ITPR2	4.394605599	4.377355154
MYL5	4.380821784	4.377355154
ASL	4.219813877	4.377355154
SNX33	4.441837559	4.376197757
ELMSAN1	2.861293729	4.376197757
ACOT13	5.463796811	4.375039431
QRSL1	3.984893108	4.375039431
SFMBT2	2.993976212	4.375039431
LRFN4	4.167250867	4.372719985
QSOX2	3.612745657	4.372719985
DDA1	4.237767647	4.371558863
DPF2	3.824428435	4.371558863
SPINT1	3.662965013	4.371558863
FABP3	7.286326727	4.370396805
LYSMD2	4.841302254	4.370396805
SCAMP1-AS1	4.390025611	4.370396805
USB1	4.023846742	4.370396805
CDCA8	2.415037499	4.370396805
FBXO28	4.364572432	4.370396805
SLC11A1	4.550490283	4.36923381
ZNF317	3.957295549	4.36923381
BAP1	3.906890596	4.36923381
SBF1	4.038553241	4.368069877
LOC107985921	3.628384781	4.368069877
CDK1	1.632268215	4.368069877
ZNF765	4.014950341	4.368069877
MORN2	5.358724451	4.366905004
SLC39A6	4.651530118	4.366905004
LOC101927027	4.426264755	4.366905004
NLK	3.929159759	4.366905004
SGCB	5.828665428	4.365739189
ANG	4.331514144	4.364572432
HMCES	4.003002488	4.364572432
C3orf58	3.053111336	4.364572432
SNORD101	3.972692654	4.363404731
LANCL2	4.560714954	4.363404731
DTD2	4.338662111	4.363404731
FAM175B	4.525651305	4.362236084
FGD2	2.779609932	4.362236084
GTF2IRD1P1	4.955746762	4.361066489
POLR3H	4.345774837	4.361066489
MORC3	4.275503758	4.361066489
NELFA	3.864598874	4.361066489
MEX3B	2.331514144	4.361066489
RSRC1	4.747745433	4.359895945
PHF2	3.345774837	4.359895945
MFSD14B	4.508851173	4.358724451
KLF11	3.871186534	4.358724451
RNPS1	3.704134202	4.358724451
PAPSS2	4.357552005	4.357552005
SCYL2	4.212050477	4.357552005
TBL2	4.053111336	4.357552005
ZNF775	3.772589504	4.357552005
C6orf1	4.776103988	4.352852668
LOC100506985	4.345774837	4.352852668
TRIM4	4.929159759	4.351675438
LMF2	3.810785827	4.351675438
MIR1254-1	3.510961919	4.350497247
ZDHHC8	3.415037499	4.350497247
LOC100294362	4.955746762	4.348137974
PATL1	4.628384781	4.348137974
C22orf29	4.112700133	4.348137974
LINC01002	3.011972642	4.348137974
STAM2	4.687434008	4.348137974
CCNC	4.498250868	4.346956889
FMNL3	3.217230716	4.346956889
IL7R	0.847996907	4.346956889
TTLL5	4.121015401	4.345774837
ZNF649-AS1	3.632268215	4.345774837
BLNK	3.552541023	4.345774837
KDM2B	2.987927168	4.344591815
TMEM243	4.134768556	4.343407822
TSNAX-DISC1	3.769066437	4.343407822
FAM109A	2.841302254	4.343407822
SMG5	4.626439137	4.342222857
PTGER2	3.401448435	4.342222857
CASP2	3.029747343	4.342222857
SLAMF7	5.736063628	4.341036918
STAT3	4.373880175	4.341036918
ORC6	2.678071905	4.341036918
NEK7	4.214642922	4.339850003
RBL2	3.978805778	4.339850003
PYROXD1	4.998496409	4.339850003
SNORD17	3.268035087	4.338662111
RNF103	4.321928095	4.33747324
B4GALT4-AS1	4.050211446	4.33747324
LOC105378460	3.62058641	4.33747324
HPF1	4.219813877	4.336283388
DPYD	4.191141487	4.336283388
PINX1	4.050211446	4.336283388
LENG8	3.175258446	4.336283388
NCAPD3	3	4.336283388
C8orf59	4.204245075	4.335092554
SDHAP3	4.444048586	4.333900737
DKC1	4.115477217	4.333900737
SFT2D3	3.729734025	4.333900737
TMEM187	3.874469118	4.332707934
SPTLC1	4.40599236	4.332707934
SUZ12	3.871186534	4.332707934
PEX3	4.837943242	4.331514144
TNFSF8	4.704134202	4.331514144
TMEM129	3.99699125	4.330319365
ZNF106	4.227535725	4.330319365
GGNBP2	4.459431619	4.329123596
NDST2	3.455053178	4.329123596
DOCK11	4.437405312	4.327926836
PSMG1	4.061776198	4.326729081
SCAF1	3.711494907	4.325530332
LOC102725201	3.345774837	4.325530332
MLLT11	5.067523994	4.324330585
BFAR	4.345774837	4.324330585
GTF3C3	4.317111079	4.324330585
TMEM107	3.632268215	4.324330585
KDM2A	3.463796811	4.324330585
RRP7BP	3.132028394	4.324330585
NUDT1	3.938599455	4.32312984
FAM168B	3.744161096	4.32312984
HSPA14	3.711494907	4.32312984
HIST1H3E	3.624490865	4.32312984
TLR6	3.576925182	4.32312984
ZNF395	3.392317423	4.32312984
MRPL36	4.326729081	4.321928095
FLAD1	3.87774425	4.321928095
YIPF2	4.733354341	4.320725348
MED16	3.861293729	4.320725348
LOC102724907	3.548436625	4.320725348
SOCS3	4.793549123	4.319521597
PLGRKT	5.366905004	4.319521597
HDGFRP2	3.651530118	4.319521597
RELL2	2.744161096	4.319521597
FRMD8	3.769066437	4.318316841
PTOV1	3.424026283	4.318316841
RGAG4	4.515174171	4.317111079
LOC105373024	3.887525271	4.317111079
INO80E	3.20685157	4.317111079
LRRC8D	3.722466024	4.315904307
LOC440311	3.282933963	4.315904307
H2AFY2	5.851332619	4.314696526
HLX-AS1	4	4.314696526
C1orf174	3.972692654	4.314696526
ACTR8	3.922832139	4.314696526
JHDM1D-AS1	1.874469118	4.313487732
SH3KBP1	3.217230716	4.312277925
CSTF1	4.017921908	4.311067102
ANP32AP1	3.217230716	4.311067102
GIT1	4.070389328	4.309855263
PTBP3	3.884272293	4.309855263
COASY	3.797012978	4.309855263
JPX	3.747745433	4.309855263
TMEM106C	4.026800059	4.308642404
SNORA5A	3.647698256	4.308642404
TOMM34	3.441837559	4.308642404
WASL	4.678071905	4.307428525
PGBD3	4.62058641	4.307428525
PCGF1	4.491853096	4.307428525
CERS6	3.540192631	4.307428525
