Feature	Log2FC	-logFDR
ASIP	0.56	0.366531544420413
AMZ2	0.56	4.1249387366083
ADCY8	0.56	0.508638306165727
AANAT	0.56	0.568636235841013
ZFPM2	0.55	0.508638306165727
XRCC1	0.55	3.16749108729376
TMEM262	0.55	0.387216143280264
TMEM254	0.55	2.58502665202918
SRCIN1	0.55	0.346787486224656
SCD	0.55	0.522878745280338
PTGER2	0.55	0.481486060122113
PKDCC	0.55	0.602059991327962
PATL2	0.55	0.853871964321762
NOXA1	0.55	1.67778070526608
NOL3	0.55	0.721246399047171
NKX6-2	0.55	0.431798275933005
NEDD8	0.55	2.00436480540245
NDUFAF3	0.55	5.56863623584101
MRPL23-AS1	0.55	0.356547323513813
MITF	0.55	1.31875876262441
MIR223	0.55	1.22914798835786
MCFD2	0.55	9.53760200210104
MAGEE1	0.55	0.356547323513813
LOC107987126	0.55	0.346787486224656
LOC107985383	0.55	0.346787486224656
LOC107984696	0.55	0.346787486224656
LOC105370459	0.55	0.494850021680094
LOC101929937	0.55	1.36653154442041
LOC101929107	0.55	0.346787486224656
LINC00539	0.55	0.387216143280264
LIMK1	0.55	2.11350927482752
KIAA1324	0.55	0.443697499232713
IRF6	0.55	0.602059991327962
IQCH-AS1	0.55	1.72124639904717
HAUS8	0.55	4.17392519729917
GUK1	0.55	3.2839966563652
GLB1L2	0.55	0.346787486224656
ERLIN2	0.55	5.58502665202918
EPHX1	0.55	0.958607314841775
DCLK2	0.55	0.585026652029182
CTSZ	0.55	2.18708664335714
CHCHD2	0.55	0.522878745280338
CEP41	0.55	1.56863623584101
C11orf45	0.55	2.2839966563652
B3GNT4	0.55	2.52287874528034
ATP8B1	0.55	0.795880017344075
ATG4A	0.55	0.677780705266081
ZNF681	0.54	0.337242168318426
ZNF577	0.54	3
ZGLP1	0.54	1.20065945054642
ZFP37	0.54	0.443697499232713
WWOX	0.54	0.795880017344075
VPS4A	0.54	1.88605664769316
USF2	0.54	7.11918640771921
UQCR10	0.54	1.08618614761628
UNG	0.54	0.698970004336019
TMEM87B	0.54	3.88605664769316
TMEM117	0.54	0.602059991327962
ST20-MTHFS	0.54	1.27572413039921
SNORA13	0.54	0.337242168318426
SLC39A13	0.54	1.30980391997149
SIGLEC14	0.54	1
RAB5C	0.54	3.92081875395237
PRPS1	0.54	0.522878745280338
PEPD	0.54	4.26760624017703
NPIPB8	0.54	0.408935392973501
NOTCH2NL	0.54	0.886056647693163
NOMO2	0.54	1.35654732351381
MRPL41	0.54	2.60205999132796
MRPL40	0.54	2.2518119729938
MIR4691	0.54	0.42021640338319
MESDC2	0.54	2.53760200210104
LOC107987299	0.54	0.337242168318426
LOC107984836	0.54	0.552841968657781
LOC105374937	0.54	0.346787486224656
LOC105374652	0.54	0.337242168318426
LOC105371722	0.54	0.494850021680094
LOC105370274	0.54	0.346787486224656
LOC101060398	0.54	0.886056647693163
LOC100129316	0.54	0.337242168318426
KIAA0513	0.54	7.16115090926274
ITGAL	0.54	1.88605664769316
ITGA7	0.54	0.366531544420413
INPP4B	0.54	1.30102999566398
HIVEP1	0.54	0.508638306165727
GPR3	0.54	0.346787486224656
GALNT11	0.54	3.10237290870956
FAM96B	0.54	3.27572413039921
FAM131B	0.54	0.552841968657781
FAAP24	0.54	2.49485002168009
EXOSC4	0.54	0.744727494896694
DIRAS1	0.54	0.408935392973501
CTSS	0.54	2.60205999132796
CPE	0.54	0.337242168318426
CDK5	0.54	3.79588001734407
CD300LF	0.54	5.20760831050175
CCNE1	0.54	0.602059991327962
C21orf2	0.54	2.65757731917779
BMS1P5	0.54	0.744727494896694
B9D1	0.54	0.795880017344075
ACTA2	0.54	0.408935392973501
ZNF598	0.53	2.88605664769316
ZNF579	0.53	1.42021640338319
ZNF503-AS2	0.53	1.79588001734408
ZDHHC24	0.53	4.74472749489669
VNN2	0.53	0.366531544420413
UGCG	0.53	1.09691001300806
TMEM218	0.53	6.04095860767891
TJP2	0.53	2.08092190762393
STS	0.53	0.508638306165727
SMG9	0.53	2.79588001734407
RELL2	0.53	4.02227639471115
PSMC3IP	0.53	2.56863623584101
PRSS27	0.53	0.327902142064282
PLCB2	0.53	4
PISD	0.53	1.58502665202918
PHKA1	0.53	0.327902142064282
PCCA	0.53	1.13667713987954
NUP62	0.53	2.76955107862173
NPPA	0.53	0.468521082957745
NDUFAF2	0.53	0.431798275933005
NDUFA2	0.53	2.61978875828839
MRPS5	0.53	1.07058107428571
MIR6802	0.53	1.61978875828839
MIR4738	0.53	0.327902142064282
MIR4667	0.53	0.327902142064282
MED26	0.53	2.21467016498923
MCRIP1	0.53	5.85387196432176
MAN1C1	0.53	0.958607314841775
LRRC4	0.53	0.619788758288394
LOXL3	0.53	0.744727494896694
LOC388282	0.53	0.327902142064282
LOC107987269	0.53	0.920818753952375
LOC107986233	0.53	0.481486060122113
LOC107984019	0.53	0.387216143280264
LOC101930370	0.53	1.27572413039921
LOC101929422	0.53	0.886056647693163
LOC101927685	0.53	0.522878745280338
LOC100130520	0.53	0.356547323513813
LOC100129940	0.53	0.337242168318426
KLF1	0.53	0.744727494896694
KCNK4-TEX40	0.53	0.346787486224656
HESX1	0.53	0.356547323513813
GPX1	0.53	1.10237290870956
GDI1	0.53	2.45593195564972
GALNT10	0.53	2.92081875395237
FXYD7	0.53	0.346787486224656
FKBP2	0.53	2.20065945054642
FAM21A	0.53	2
FAM19A3	0.53	0
EPDR1	0.53	0.356547323513813
DPH6	0.53	1
DNAJC1	0.53	5.18708664335714
DGCR6L	0.53	4.63827216398241
CSPG4	0.53	0.494850021680094
CRIM1	0.53	0.585026652029182
CPQ	0.53	3
COX17	0.53	1.92081875395238
COMMD7	0.53	7.11350927482752
COL4A3	0.53	0.327902142064282
CMTM1	0.53	0.920818753952375
CD7	0.53	0.455931955649724
CD48	0.53	2.431798275933
CD1A	0.53	0.537602002101044
CCDC124	0.53	4.61978875828839
C2CD2L	0.53	4.32790214206428
B3GNTL1	0.53	4.85387196432176
AP2S1	0.53	1.92081875395238
AMDHD2	0.53	1.0268721464003
ADORA3	0.53	1.34678748622466
ADCY9	0.53	0.42021640338319
ZBTB45	0.52	2.53760200210104
VTI1B	0.52	3.92081875395237
UNC5B	0.52	0.508638306165727
TMEM41A	0.52	3.63827216398241
TMEM206	0.52	1.42021640338319
TGFBR2	0.52	1.60205999132796
TAF12	0.52	4.55284196865778
SORD	0.52	1.18708664335714
SNAPIN	0.52	1.63827216398241
SLC44A2	0.52	0.795880017344075
SLC35C2	0.52	8.60205999132796
SLC25A11	0.52	2.44369749923271
SCNM1	0.52	1.92081875395238
RPS19BP1	0.52	1.11350927482752
RPL23AP7	0.52	0.698970004336019
RHOT2	0.52	4.33724216831843
PLEKHG2	0.52	0.568636235841013
PLCL1	0.52	0.346787486224656
PHC1	0.52	4
ODC1	0.52	1.50863830616573
NOMO3	0.52	1.45593195564972
NME4	0.52	0.677780705266081
NEU3	0.52	2.72124639904717
NECAP1	0.52	3.67778070526608
NDUFB2	0.52	0.677780705266081
NDUFA7	0.52	1.72124639904717
MIR6886	0.52	0.327902142064282
MIR6837	0.52	0.568636235841013
MIR6784	0.52	0.327902142064282
MIR638	0.52	1.07572071393812
MIR4658	0.52	1.60205999132796
MAN2C1	0.52	6.43179827593301
LOC107987147	0.52	0.638272163982407
LOC107986477	0.52	0.42021640338319
LOC107986412	0.52	0.337242168318426
LOC107986177	0.52	0.318758762624413
LOC107984947	0.52	2.03151705144606
LOC107984570	0.52	0.366531544420413
LOC105377139	0.52	0.318758762624413
LOC105375116	0.52	0.318758762624413
LOC105372282	0.52	1.20065945054642
LOC105369149	0.52	1
LOC102724965	0.52	0.337242168318426
LOC101930420	0.52	0.397940008672038
LOC101929314	0.52	1
LOC101929200	0.52	0.337242168318426
LOC101928893	0.52	0.318758762624413
LMTK3	0.52	1.20065945054642
LINC01278	0.52	1.16115090926274
KLK10	0.52	0.327902142064282
HEXB	0.52	2.04095860767891
GPX4	0.52	2.18045606445813
FAM156A	0.52	2.431798275933
FAM151A	0.52	3.33724216831843
FAM104B	0.52	1.60205999132796
FAH	0.52	2.17392519729917
ERI3	0.52	2.18708664335714
EDNRB	0.52	0.327902142064282
CSTF2	0.52	1.72124639904717
CNPY2	0.52	2.76955107862173
BRE	0.52	3.72124639904717
ARRDC4	0.52	0.619788758288394
ARAP2	0.52	2.72124639904717
ANKRD33B	0.52	0.619788758288394
ADGRA3	0.52	0.494850021680094
ZDHHC4	0.51	3.72124639904717
TUSC1	0.51	1.79588001734408
TUBG2	0.51	0.468521082957745
TMEM35B	0.51	1.2518119729938
TMED4	0.51	5.65757731917779
TCTEX1D4	0.51	0.408935392973501
SMAD6	0.51	2.50863830616573
SLC52A2	0.51	5.02227639471115
SLC17A9	0.51	0.795880017344075
SH3D21	0.51	0.327902142064282
SEMA3A	0.51	0.309803919971486
RNF25	0.51	3.06550154875643
PRKCQ-AS1	0.51	0.356547323513813
PPM1H	0.51	3.03151705144606
PLD1	0.51	0.397940008672038
PIK3AP1	0.51	1.11918640771921
NGRN	0.51	4.48148606012211
MTRNR2L1	0.51	0.318758762624413
MIR6816	0.51	0.795880017344075
MIR503	0.51	0.522878745280338
MECR	0.51	0.886056647693163
MAB21L3	0.51	0.309803919971486
LZTR1	0.51	3.52287874528034
LOC401554	0.51	0.337242168318426
LOC283194	0.51	0.356547323513813
LOC107985739	0.51	0.301029995663981
LOC107984450	0.51	0.318758762624413
LOC105376432	0.51	0.366531544420413
LOC105376270	0.51	0.301029995663981
LOC105375803	0.51	0.481486060122113
LOC105373581	0.51	0.376750709602099
LOC105373311	0.51	0.443697499232713
LOC105369177	0.51	0
LOC102723824	0.51	0.327902142064282
LOC101927572	0.51	0.397940008672038
LOC100996792	0.51	0.309803919971486
LOC100506314	0.51	0.309803919971486
LINC01503	0.51	0.494850021680094
LINC00698	0.51	0.318758762624413
LAMTOR2	0.51	2.38721614328026
KLK14	0.51	0.318758762624413
KCNN4	0.51	0.585026652029182
HAVCR1	0.51	0.327902142064282
GRAP	0.51	1.85387196432176
FTH1	0.51	1.17392519729917
FSD2	0.51	0.823908740944319
FLJ32255	0.51	1.30102999566398
FGFR4	0.51	0.318758762624413
FCRLB	0.51	0.337242168318426
FCGR3B	0.51	0.309803919971486
FAM212A	0.51	0.468521082957745
FAM178B	0.51	0.769551078621726
FAM156B	0.51	2.88605664769316
EPHX3	0.51	0.309803919971486
EBNA1BP2	0.51	1.44369749923271
DYX1C1	0.51	0.494850021680094
DDX19A	0.51	1.30102999566398
COX5B	0.51	1.20760831050175
COQ2	0.51	2.20065945054642
COL24A1	0.51	0.698970004336019
CLRN3	0.51	0.309803919971486
CD33	0.51	5
CCDC24	0.51	1.2839966563652
CCDC154	0.51	0.568636235841013
C19orf60	0.51	2.07058107428571
C10orf10	0.51	0.397940008672038
B4GALT1-AS1	0.51	1.88605664769316
AP5S1	0.51	1
ANOS1	0.51	0.494850021680094
AGBL5	0.51	2.95860731484177
ACOX3	0.51	0.853871964321762
ABCC5	0.51	1.22914798835786
UQCC1	0.50	1.22184874961636
UBE2Q1-AS1	0.50	2.18045606445813
TXNDC12	0.50	3.52287874528034
TSPEAR	0.50	0.42021640338319
TRAP1	0.50	0.585026652029182
TNIP3	0.50	0.318758762624413
TM9SF1	0.50	3.45593195564972
STX4	0.50	5.431798275933
SLIRP	0.50	0.744727494896694
SLC39A8	0.50	4.16749108729376
SLC25A20	0.50	0.481486060122113
SGTA	0.50	1.36653154442041
SDF4	0.50	2.35654732351381
RSAD2	0.50	0.327902142064282
RSAD1	0.50	2.95860731484177
RFT1	0.50	3.44369749923271
RARRES2	0.50	0.356547323513813
PVR	0.50	0.920818753952375
PRDX5	0.50	1.431798275933
PIGV	0.50	1.72124639904717
PGP	0.50	2.33724216831843
PFDN1	0.50	3.2518119729938
ND6	0.50	1.11350927482752
ND2	0.50	0.823908740944319
NAA10	0.50	0.886056647693163
MRPL54	0.50	2.85387196432176
MIR940	0.50	0.309803919971486
MIR6885	0.50	1.67778070526608
LOC107986136	0.50	4.0087739243075
LOC105378519	0.50	1.88605664769316
LOC105374104	0.50	0.508638306165727
LOC105372498	0.50	0.301029995663981
LOC105372217	0.50	0.292429823902064
LOC105370265	0.50	0.301029995663981
LOC100101148	0.50	0.387216143280264
LINC00638	0.50	0.853871964321762
LINC00528	0.50	0.769551078621726
LAIR2	0.50	0.387216143280264
KXD1	0.50	4.05060999335509
HPF1	0.50	2.4089353929735
G6PC3	0.50	1.2839966563652
FZD1	0.50	0.42021640338319
FITM2	0.50	0.721246399047171
FAXDC2	0.50	3.20065945054642
FAM21EP	0.50	0.455931955649724
FAM127C	0.50	1.88605664769316
FADS3	0.50	2.34678748622466
FADS1	0.50	0.537602002101044
EXD1	0.50	0.301029995663981
EPN1	0.50	2.07058107428571
DTNBP1	0.50	3.36653154442041
DIAPH2	0.50	0.443697499232713
CTSC	0.50	3.95860731484177
CPNE8	0.50	0.552841968657781
CPB2	0.50	0.292429823902064
COA3	0.50	1.46852108295774
CHAF1A	0.50	4.10790539730952
CCDC92	0.50	0.886056647693163
CCDC88C	0.50	1.42021640338319
CALHM1	0.50	0.309803919971486
C2CD2	0.50	2.31875876262441
BCL7C	0.50	1.95860731484177
ATP2B3	0.50	0.292429823902064
AREG	0.50	0.443697499232713
ANAPC11	0.50	2.0087739243075
ACY1	0.50	3.26760624017703
ABCB9	0.50	0.508638306165727
XKR8	0.49	2.95860731484177
WDR60	0.49	2.53760200210104
UNC119	0.49	3.20760831050175
TVP23A	0.49	4.44369749923271
TTLL13P	0.49	0.301029995663981
TRAPPC9	0.49	5.56863623584101
TOMM40	0.49	0.568636235841013
TMEM5-AS1	0.49	0.744727494896694
TMEM161B-AS1	0.49	0.455931955649724
TMEM11	0.49	1.22914798835786
TGOLN2	0.49	8.58502665202918
TBC1D29	0.49	0.292429823902064
SUMF2	0.49	3.13667713987954
SNORD38B	0.49	0.366531544420413
SMYD4	0.49	5.18045606445813
SMA5	0.49	1.4089353929735
SIRT2	0.49	4.48148606012211
SFXN4	0.49	0.537602002101044
SDCCAG3	0.49	4.53760200210104
SCAMP4	0.49	5.27572413039921
SAMD11	0.49	1.34678748622466
RNF187	0.49	0.958607314841775
RNF135	0.49	4.58502665202918
RNASEH2A	0.49	0.744727494896694
POMGNT2	0.49	1.48148606012211
POLR2F	0.49	2.85387196432176
PIR-FIGF	0.49	0.356547323513813
PDE6D	0.49	2.58502665202918
PCDH12	0.49	0.508638306165727
PARP16	0.49	3.3767507096021
OSBPL7	0.49	1.21467016498923
NEURL3	0.49	0.283996656365201
NDUFB8	0.49	1.14266750356873
MYPOP	0.49	3.50863830616573
MYO19	0.49	0.769551078621726
MYH7B	0.49	0.387216143280264
MPZ	0.49	1.33724216831843
MIR6892	0.49	0.537602002101044
MIR6855	0.49	0.292429823902064
MIR6836	0.49	1.13667713987954
MIR6778	0.49	0.721246399047171
MIR6726	0.49	0.552841968657781
MIR4745	0.49	1.79588001734408
METTL1	0.49	0.366531544420413
MCM2	0.49	0.443697499232713
MAPKAPK2	0.49	3.58502665202918
LRFN3	0.49	1.26760624017703
LOC152225	0.49	0.292429823902064
LOC107986596	0.49	0.42021640338319
LOC107985549	0.49	0.292429823902064
LOC107985358	0.49	1.34678748622466
LOC105747689	0.49	0.387216143280264
LOC105379154	0.49	0.318758762624413
LOC105378568	0.49	0.292429823902064
LOC105377499	0.49	0.481486060122113
LOC105371449	0.49	0.292429823902064
LOC101928659	0.49	0.301029995663981
LOC101927975	0.49	0.292429823902064
LOC100506606	0.49	0.292429823902064
LOC100132735	0.49	0.292429823902064
KCNH3	0.49	0.346787486224656
HIGD1B	0.49	0.346787486224656
HAS1	0.49	0.327902142064282
GUSBP2	0.49	0.585026652029182
GPER1	0.49	0.292429823902064
GINS2	0.49	0.327902142064282
GADD45GIP1	0.49	0.769551078621726
FUT4	0.49	2.56863623584101
FKRP	0.49	3.42021640338319
FAHD2A	0.49	2.74472749489669
DEF6	0.49	4.69897000433602
DDX28	0.49	3.65757731917779
CTNNB1	0.49	3.38721614328026
CTF1	0.49	0.318758762624413
CLEC4A	0.49	2.88605664769316
CLCN6	0.49	1.26760624017703
CHCHD1	0.49	2.60205999132796
CEMP1	0.49	0.638272163982407
CCDC137	0.49	4.18708664335714
CAPN2	0.49	0.638272163982407
C11orf98	0.49	1.13667713987954
ASMT	0.49	0.886056647693163
ARHGAP6	0.49	0.568636235841013
ALG5	0.49	1.30102999566398
AGRN	0.49	1.76955107862173
ADGRV1	0.49	0.309803919971486
ADCY6	0.49	5.44369749923271
ADCY4	0.49	0.356547323513813
ZNF576	0.48	2.06048074738138
ZMIZ2	0.48	4.63827216398241
ZBED5-AS1	0.48	0.823908740944319
YIPF1	0.48	6.56863623584101
VMP1	0.48	3.53760200210104
UBE2M	0.48	2.35654732351381
TRPC4AP	0.48	2.02227639471115
TRIM3	0.48	1.67778070526608
TMEM187	0.48	0.552841968657781
STYXL1	0.48	1.23657200643706
STK10	0.48	1.95860731484177
SRM	0.48	0.408935392973501
SNRNP25	0.48	0.853871964321762
SNORD73A	0.48	0.619788758288394
SNORA65	0.48	0.356547323513813
SNAI1	0.48	1.76955107862173
SLC9A7P1	0.48	1.3767507096021
SLC13A3	0.48	0.387216143280264
SERHL2	0.48	0.920818753952375
SCARB1	0.48	1.2518119729938
RPP25	0.48	1.34678748622466
RPL23AP87	0.48	0.431798275933005
RPF2	0.48	0.585026652029182
RP9	0.48	2.2518119729938
RGS3	0.48	1.22914798835786
RASA4CP	0.48	0.721246399047171
RAB24	0.48	3.76955107862173
QDPR	0.48	1.45593195564972
PRUNE2	0.48	0.292429823902064
PPP1R35	0.48	1.34678748622466
PMM2	0.48	0.677780705266081
PIWIL4	0.48	0.522878745280338
PIR	0.48	0.346787486224656
PICK1	0.48	0.920818753952375
PDLIM4	0.48	0.283996656365201
PDE8A	0.48	1.53760200210104
PCLO	0.48	0.795880017344075
OVCA2	0.48	5
OCEL1	0.48	3
NUP85	0.48	6.92081875395237
NPIPA5	0.48	0.769551078621726
NKAP	0.48	2.56863623584101
NDUFS3	0.48	1.76955107862173
NAGPA	0.48	2.82390874094432
MRPL34	0.48	2.36653154442041
MROH7-TTC4	0.48	5.04575749056067
MROH6	0.48	0.522878745280338
MRC2	0.48	1.88605664769316
MIR711	0.48	0.283996656365201
MIR6879	0.48	0.292429823902064
MIR4656	0.48	0.292429823902064
MED19	0.48	2.18708664335714
LOC107987303	0.48	0.309803919971486
LOC107986928	0.48	0.292429823902064
LOC107986349	0.48	0.522878745280338
LOC107984280	0.48	0.283996656365201
LOC105379315	0.48	0.292429823902064
LOC105371088	0.48	0.283996656365201
LOC102724832	0.48	0.283996656365201
LOC101927632	0.48	1.08618614761628
LINC00667	0.48	0.619788758288394
HS1BP3	0.48	2.36653154442041
GGACT	0.48	0.795880017344075
FUCA2	0.48	2.74472749489669
FNDC8	0.48	0.376750709602099
FCGRT	0.48	0.721246399047171
FAM86B1	0.48	0.292429823902064
FAM21C	0.48	1.74472749489669
EMC7	0.48	3.32790214206428
EFHB	0.48	0.327902142064282
ECD	0.48	2.45593195564972
DUSP28	0.48	0.853871964321762
CSNK1E	0.48	3.14266750356873
COX14	0.48	3.67778070526608
COQ9	0.48	1.39794000867204
COL9A2	0.48	0.494850021680094
CINP	0.48	2.34678748622466
CELA1	0.48	0.585026652029182
CDRT1	0.48	0.301029995663981
CCDC71L	0.48	1.34678748622466
C3orf62	0.48	4.20760831050175
C2CD4C	0.48	0.283996656365201
BMS1P6	0.48	0.795880017344075
BCL7B	0.48	4.4089353929735
BBOX1	0.48	0.283996656365201
ARHGEF3	0.48	0.744727494896694
ANGPTL6	0.48	0.537602002101044
AIFM3	0.48	0.920818753952375
ABHD14A-ACY1	0.48	3.22184874961636
ZNF711	0.47	0.318758762624413
ZNF692	0.47	4
ZCCHC17	0.47	1.39794000867204
WBP2	0.47	2.95860731484177
USP54	0.47	1.48148606012211
TXN	0.47	0.886056647693163
TRMU	0.47	1.01322826573376
TMEM62	0.47	1.49485002168009
TMEM208	0.47	2.10790539730952
TAZ	0.47	2.45593195564972
SYTL4	0.47	0.283996656365201
SPATA2	0.47	1.82390874094432
SLC26A1	0.47	0.619788758288394
SLC16A3	0.47	2
SATB1	0.47	1.65757731917779
RUNDC3A-AS1	0.47	0.337242168318426
RNASET2	0.47	1.76955107862173
RN7SL1	0.47	0.677780705266081
PRSS57	0.47	0.337242168318426
PPM1F	0.47	3.67778070526608
PARP2	0.47	2.92081875395237
PAK6	0.47	0.309803919971486
NCK1-AS1	0.47	3.27572413039921
MRPL46	0.47	1.15490195998574
MRPL14	0.47	0.568636235841013
MIR6831	0.47	1.85387196432176
MIR6820	0.47	0.309803919971486
MGST3	0.47	0.958607314841775
MAP3K10	0.47	2.03151705144606
MAGEH1	0.47	1.36653154442041
LOC729870	0.47	0.275724130399211
LOC107987206	0.47	0.677780705266081
LOC107985180	0.47	0.283996656365201
LOC107984436	0.47	0.267606240177031
LOC105379193	0.47	0.853871964321762
LOC105374836	0.47	1.19382002601611
LOC105373383	0.47	0.376750709602099
LOC105373195	0.47	0.481486060122113
LOC105373091	0.47	0.275724130399211
LOC105372555	0.47	0.337242168318426
LOC102724297	0.47	0.443697499232713
LOC101928728	0.47	0.356547323513813
LOC101928173	0.47	0.301029995663981
LOC101927300	0.47	0.552841968657781
LOC100996717	0.47	0.823908740944319
LINC00896	0.47	0.275724130399211
LINC00441	0.47	0.283996656365201
LIN7B	0.47	1.2518119729938
LACE1	0.47	1.3767507096021
KLRG1	0.47	0.481486060122113
KIAA2013	0.47	2.95860731484177
KCTD13	0.47	1.52287874528034
JMJD7-PLA2G4B	0.47	3.20065945054642
ITFG1	0.47	2.69897000433602
IL23A	0.47	0.677780705266081
IFFO1	0.47	1.30102999566398
HYPK	0.47	0.638272163982407
GNB1L	0.47	0.619788758288394
GALK2	0.47	1.82390874094432
FIRRE	0.47	0.275724130399211
FAM58A	0.47	2.63827216398241
EMC6	0.47	1.72124639904717
EMC10	0.47	1.82390874094432
DHCR7	0.47	0.337242168318426
DAD1	0.47	2.24412514432751
COG7	0.47	1.88605664769316
CHRNA6	0.47	0.327902142064282
CFP	0.47	0.318758762624413
CDPF1	0.47	1.06550154875643
CDC37	0.47	2.01772876696043
CASQ1	0.47	0.283996656365201
CARD16	0.47	1
C21orf59	0.47	2.03621217265444
C15orf57	0.47	1.82390874094432
C15orf56	0.47	0.275724130399211
C11orf16	0.47	0.275724130399211
C10orf95	0.47	0.638272163982407
BSG	0.47	3.34678748622466
BRPF3	0.47	2.74472749489669
BLOC1S1	0.47	2.60205999132796
ATP6AP1	0.47	2.30980391997149
AK8	0.47	0.292429823902064
ADAM32	0.47	0.275724130399211
ABLIM2	0.47	0.327902142064282
ABCB6	0.47	0.366531544420413
AAMDC	0.47	1.20760831050175
ZNF853	0.46	0.275724130399211
ZNF608	0.46	0.397940008672038
UVSSA	0.46	0.585026652029182
TXNDC17	0.46	1.39794000867204
TRPC1	0.46	0.267606240177031
TMEM134	0.46	1.1249387366083
TMCC1	0.46	5.45593195564972
TMC6	0.46	4.34678748622466
TG	0.46	0.468521082957745
TFR2	0.46	0.397940008672038
TECTA	0.46	0.356547323513813
TBCA	0.46	2.26760624017703
TAPBPL	0.46	2.32790214206428
SYNJ2BP-COX16	0.46	1.67778070526608
SVIL	0.46	0.309803919971486
SULT1C2	0.46	0.275724130399211
SLC6A8	0.46	0.886056647693163
SLC38A10	0.46	2.95860731484177
SLC37A4	0.46	2
SHANK1	0.46	0.267606240177031
RMND5B	0.46	2.18708664335714
PRDM8	0.46	0.397940008672038
PPIF	0.46	0.721246399047171
PPCS	0.46	5.76955107862173
PEX10	0.46	3.22914798835786
PDHB	0.46	1.34678748622466
OLFM4	0.46	0.275724130399211
NUDT14	0.46	1.79588001734408
NPPA-AS1	0.46	0.769551078621726
NEDD8-MDP1	0.46	1.74472749489669
MVB12A	0.46	3.42021640338319
MMEL1	0.46	1.27572413039921
MIR6796	0.46	1.19382002601611
MED29	0.46	2.92081875395237
MAOA	0.46	0.366531544420413
LRRC43	0.46	1.44369749923271
LPP-AS2	0.46	0.537602002101044
LOC400927-CSNK1E	0.46	2.76955107862173
LOC107986991	0.46	0.431798275933005
LOC107986127	0.46	0.397940008672038
LOC105379499	0.46	0.327902142064282
LOC105375902	0.46	0.552841968657781
LOC105375514	0.46	0.283996656365201
LOC105375172	0.46	0.267606240177031
LOC105373428	0.46	0.267606240177031
LOC105372493	0.46	0.267606240177031
LOC101929511	0.46	0.267606240177031
LOC101929204	0.46	0.494850021680094
LOC101928625	0.46	0.267606240177031
LOC101928487	0.46	0.602059991327962
LOC100507487	0.46	0.267606240177031
LOC100507291	0.46	0.356547323513813
LOC100506178	0.46	0.267606240177031
LINC00858	0.46	0.283996656365201
LDLRAD3	0.46	1.88605664769316
KATNB1	0.46	1.53760200210104
JTB	0.46	3
IFRD2	0.46	0.42021640338319
HCST	0.46	0.886056647693163
GPLD1	0.46	0.346787486224656
GLIS2	0.46	0.455931955649724
FMO4	0.46	1.3767507096021
FBXO6	0.46	0.585026652029182
FBXO17	0.46	0.267606240177031
FAM228A	0.46	0.259637310505756
FAM162A	0.46	1.46852108295774
DMXL2	0.46	0.431798275933005
DHRS11	0.46	1.16749108729376
DGCR11	0.46	0.309803919971486
CYB5R2	0.46	0.292429823902064
CYB5D2	0.46	2.09691001300806
CTSK	0.46	0.585026652029182
COPS9	0.46	1.39794000867204
CENPP	0.46	0.920818753952375
CDK4	0.46	0.698970004336019
CDC42EP1	0.46	0.267606240177031
BAIAP2L1	0.46	0.677780705266081
ARL4C	0.46	0.267606240177031
ARHGEF9	0.46	2.69897000433602
ARHGEF2	0.46	5
ARHGDIA	0.46	1.07058107428571
ANKRD63	0.46	0.275724130399211
ANKMY1	0.46	1.63827216398241
AMT	0.46	2.32790214206428
ACSBG1	0.46	0.494850021680094
ABHD4	0.46	1.67778070526608
ABHD14A	0.46	1.61978875828839
ABCB8	0.46	2.19382002601611
ZNHIT2	0.45	1.65757731917779
VANGL2	0.45	0.259637310505756
UTAT33	0.45	1.52287874528034
UROS	0.45	0.744727494896694
TSEN2	0.45	0.455931955649724
TPRG1	0.45	0.337242168318426
TMEM37	0.45	0.259637310505756
TMEM120A	0.45	0.886056647693163
TMCO3	0.45	4.82390874094432
SWI5	0.45	2
SUSD2	0.45	0.275724130399211
SLC5A2	0.45	2.4089353929735
SLC25A22	0.45	0.602059991327962
SGIP1	0.45	0.292429823902064
SERPING1	0.45	0.275724130399211
SDHB	0.45	2.32790214206428
SDHAF2	0.45	4.22184874961636
RUNX1T1	0.45	0.292429823902064
RND2	0.45	0.267606240177031
RASA3	0.45	0.886056647693163
PTPRO	0.45	3.65757731917779
PRF1	0.45	0.309803919971486
POMT1	0.45	3.61978875828839
PEBP4	0.45	0.275724130399211
P2RY6	0.45	5.60205999132796
OLFML2B	0.45	0.356547323513813
OGDH	0.45	1.2518119729938
OCA2	0.45	0.259637310505756
NIT2	0.45	0.638272163982407
NDUFV2	0.45	3.27572413039921
NADK	0.45	0.886056647693163
NAA38	0.45	3.92081875395237
MRPL57	0.45	1.53760200210104
MRPL12	0.45	0.455931955649724
MPV17	0.45	6.22184874961636
MIR7848	0.45	0.267606240177031
MESDC1	0.45	3.30102999566398
MDH2	0.45	1.13667713987954
LOC220729	0.45	2.34678748622466
LOC107986126	0.45	0.387216143280264
LOC107985190	0.45	0.259637310505756
LOC105379599	0.45	0.408935392973501
LOC105378973	0.45	0.677780705266081
LOC105377275	0.45	0.387216143280264
LOC105376959	0.45	0.259637310505756
LOC105371481	0.45	1.35654732351381
LOC105370795	0.45	0.823908740944319
LOC105369166	0.45	0.267606240177031
